End of Period / SORA Value Date,Unnamed: 1,Unnamed: 2,Interbank Overnight,Interbank 1-Week,Interbank 1-Month,Interbank 2-Month,Interbank 3-Month,Interbank 6-Month,Interbank 12-Month,3-Month Commercial Bills,3-Month US$ SIBOR,Singapore Overnight Rate Average,SGS Repo Overnight Rate,SF Deposit Rate,SF Borrowing Rate,RMB Overnight Rate
,Aug,2.0,2010-08-03 00:00:00,0.1122,0.9617943978,0.1279,0.1223,0.1227,-,-,-,-,,,,
,,3.0,2010-08-04 00:00:00,0.0758,0.9617963952,0.1285,0.1223,0.1225,-,-,-,-,,,,
,,4.0,2010-08-05 00:00:00,0.0408,0.9617974703,0.1279,0.122,0.1219,-,-,-,-,,,,
,,5.0,2010-08-06 00:00:00,0.051,0.9617988142,0.1276,0.1218,0.1211,-,-,-,-,,,,
,,6.0,2010-08-10 00:00:00,0.1041,0.9618097866,0.1268,0.1193,0.1195,-,-,-,-,,,,
,,10.0,2010-08-11 00:00:00,0.0992,0.9618124006,0.1247,0.1191,0.1194,-,-,-,-,,,,
,,11.0,2010-08-12 00:00:00,0.0698,0.9618142399,0.1217,0.1191,0.1191,-,-,-,-,,,,
,,12.0,2010-08-13 00:00:00,0.089,0.9618165852,0.1195,0.1196,0.1187,-,-,-,-,,,,
,,13.0,2010-08-16 00:00:00,0.0817,0.9618230438,0.1166,0.1213,0.1173,-,-,-,-,,,,
,,16.0,2010-08-17 00:00:00,0.0858,0.9618253048,0.1134,0.1219,0.1169,-,-,-,-,,,,
,,17.0,2010-08-18 00:00:00,0.1096,0.9618281929,0.111,0.1228,0.1168,-,-,-,-,,,,
,,18.0,2010-08-19 00:00:00,0.099,0.9618308017,0.1083,0.1235,0.1166,-,-,-,-,,,,
,,19.0,2010-08-20 00:00:00,0.1297,0.9618342195,0.1081,0.1244,0.1166,-,-,-,-,,,,
,,20.0,2010-08-23 00:00:00,0.1107,0.9618429708,0.1077,0.1252,0.1161,-,-,-,-,,,,
,,23.0,2010-08-24 00:00:00,0.1299,0.9618463939,0.108,0.1255,0.1161,-,-,-,-,,,,
,,24.0,2010-08-25 00:00:00,0.1091,0.9618492689,0.1077,0.1256,0.1162,-,-,-,-,,,,
,,25.0,2010-08-26 00:00:00,0.1253,0.9618525709,0.1078,0.1251,0.1157,-,-,-,-,,,,
,,26.0,2010-08-27 00:00:00,0.1582,0.9618567398,0.1102,0.1242,0.115,-,-,-,-,,,,
,,27.0,2010-08-30 00:00:00,0.1459,0.9618682741,0.1118,0.1224,0.1145,-,-,-,-,,,,
,,30.0,2010-08-31 00:00:00,0.1426,0.961872032,0.1105,0.1218,0.1147,-,-,-,-,,,,
,,31.0,2010-09-01 00:00:00,0.1459,0.9618758769,0.1093,0.1224,0.1139,-,-,-,-,,,,
,Sep,1.0,2010-09-02 00:00:00,0.0923,0.9618783092,0.1063,0.1228,0.1135,-,-,-,-,,,,
,,2.0,2010-09-03 00:00:00,0.1191,0.9618814478,0.1066,0.1236,0.1134,-,-,-,-,,,,
,,3.0,2010-09-06 00:00:00,0.0874,0.9618883576,0.1096,0.1192,0.1132,-,-,-,-,,,,
,,6.0,2010-09-07 00:00:00,0.0653,0.9618900784,0.1084,0.1171,0.113,-,-,-,-,,,,
,,7.0,2010-09-08 00:00:00,0.0992,0.9618926927,0.1082,0.1151,0.113,-,-,-,-,,,,
,,8.0,2010-09-09 00:00:00,0.0799,0.9618947983,0.1074,0.1127,0.113,-,-,-,-,,,,
,,9.0,2010-09-13 00:00:00,0.0648,0.9619016291,0.1041,0.1098,0.113,-,-,-,-,,,,
,,13.0,2010-09-14 00:00:00,0.1019,0.9619043145,0.1048,0.1101,0.1131,-,-,-,-,,,,
,,14.0,2010-09-15 00:00:00,0.0986,0.9619069129,0.1053,0.1105,0.1132,-,-,-,-,,,,
,,15.0,2010-09-16 00:00:00,0.1043,0.9619096616,0.106,0.111,0.1133,-,-,-,-,,,,
,,16.0,2010-09-17 00:00:00,0.1291,0.9619130639,0.1074,0.1118,0.1136,-,-,-,-,,,,
,,17.0,2010-09-20 00:00:00,0.183,0.9619275321,0.1142,0.1138,0.1153,-,-,-,-,,,,
,,20.0,2010-09-21 00:00:00,0.1559,0.9619316407,0.1157,0.114,0.1157,-,-,-,-,,,,
,,21.0,2010-09-22 00:00:00,0.2194,0.9619374229,0.1192,0.1158,0.1164,-,-,-,-,,,,
,,22.0,2010-09-23 00:00:00,0.2374,0.9619436794,0.1233,0.1178,0.1172,-,-,-,-,,,,
,,23.0,2010-09-24 00:00:00,0.1282,0.9619470581,0.1232,0.1188,0.1173,-,-,-,-,,,,
,,24.0,2010-09-27 00:00:00,0.0876,0.9619539841,0.119,0.116,0.1166,-,-,-,-,,,,
,,27.0,2010-09-28 00:00:00,0.0872,0.9619562822,0.1171,0.1146,0.1163,-,-,-,-,,,,
,,28.0,2010-09-29 00:00:00,0.0695,0.9619581139,0.1147,0.1139,0.1159,-,-,-,-,,,,
,,29.0,2010-09-30 00:00:00,0.0771,0.9619601459,0.1125,0.1137,0.1158,-,-,-,-,,,,
,,30.0,2010-10-01 00:00:00,0.1147,0.9619631688,0.1104,0.1139,0.1155,-,-,-,-,,,,
,Oct,1.0,2010-10-04 00:00:00,0.0777,0.9619693122,0.1082,0.1146,0.1124,-,-,-,-,,,,
,,4.0,2010-10-05 00:00:00,0.0466,0.9619705403,0.1069,0.1145,0.1113,-,-,-,-,,,,
,,5.0,2010-10-06 00:00:00,0.049,0.9619718318,0.1056,0.1144,0.1107,-,-,-,-,,,,
,,6.0,2010-10-07 00:00:00,0.044,0.9619729914,0.1049,0.1141,0.1102,-,-,-,-,,,,
,,7.0,2010-10-08 00:00:00,0.0463,0.9619742117,0.1031,0.1135,0.1102,-,-,-,-,,,,
,,8.0,2010-10-11 00:00:00,0.0478,0.961977991,0.1009,0.1103,0.1094,-,-,-,-,,,,
,,11.0,2010-10-12 00:00:00,0.0521,0.9619793641,0.1005,0.1091,0.1092,-,-,-,-,,,,
,,12.0,2010-10-13 00:00:00,0.0556,0.9619808295,0.1002,0.108,0.109,-,-,-,-,,,,
,,13.0,2010-10-14 00:00:00,0.0527,0.9619822185,0.0985,0.1074,0.1089,-,-,-,-,,,,
,,14.0,2010-10-15 00:00:00,0.0478,0.9619834783,0.0968,0.1069,0.1087,-,-,-,-,,,,
,,15.0,2010-10-18 00:00:00,0.1499,0.9619953304,0.098,0.1064,0.1102,-,-,-,-,,,,
,,18.0,2010-10-19 00:00:00,0.2076,0.9620008019,0.0988,0.1066,0.1109,-,-,-,-,,,,
,,19.0,2010-10-20 00:00:00,0.1192,0.9620039436,0.0966,0.1064,0.1111,-,-,-,-,,,,
,,20.0,2010-10-21 00:00:00,0.1098,0.9620068375,0.0951,0.1064,0.1112,-,-,-,-,,,,
,,21.0,2010-10-22 00:00:00,0.0859,0.9620091015,0.0907,0.106,0.1114,-,-,-,-,,,,
,,22.0,2010-10-25 00:00:00,0.0764,0.9620151424,0.0832,0.1047,0.1118,-,-,-,-,,,,
,,25.0,2010-10-26 00:00:00,0.0652,0.9620168609,0.0824,0.1041,0.1118,-,-,-,-,,,,
,,26.0,2010-10-27 00:00:00,0.0804,0.9620189799,0.0822,0.1041,0.1118,-,-,-,-,,,,
,,27.0,2010-10-28 00:00:00,0.0777,0.9620210279,0.0819,0.1039,0.1114,-,-,-,-,,,,
,,28.0,2010-10-29 00:00:00,0.0722,0.9620229308,0.082,0.1033,0.1106,-,-,-,-,,,,
,,29.0,2010-11-01 00:00:00,0.0688,0.9620283709,0.0798,0.0997,0.1101,-,-,-,-,,,,
,Nov,1.0,2010-11-02 00:00:00,0.0768,0.9620303951,0.0798,0.0986,0.1102,-,-,-,-,,,,
,,2.0,2010-11-03 00:00:00,0.0531,0.9620317946,0.079,0.0979,0.1101,-,-,-,-,,,,
,,3.0,2010-11-04 00:00:00,0.0353,0.962032725,0.0776,0.0975,0.1099,-,-,-,-,,,,
,,4.0,2010-11-08 00:00:00,0.0982,0.9620430781,0.0843,0.0985,0.1097,-,-,-,-,,,,
,,8.0,2010-11-09 00:00:00,0.0965,0.9620456216,0.0859,0.0984,0.1092,-,-,-,-,,,,
,,9.0,2010-11-10 00:00:00,0.0846,0.9620478514,0.087,0.0982,0.1088,-,-,-,-,,,,
,,10.0,2010-11-11 00:00:00,0.0973,0.962050416,0.0886,0.0982,0.1087,-,-,-,-,,,,
,,11.0,2010-11-12 00:00:00,0.048,0.9620516811,0.0885,0.0979,0.1085,-,-,-,-,,,,
,,12.0,2010-11-15 00:00:00,0.0721,0.9620573823,0.0905,0.0975,0.1092,-,-,-,-,,,,
,,15.0,2010-11-16 00:00:00,0.0882,0.962059707,0.0885,0.0976,0.1095,-,-,-,-,,,,
,,16.0,2010-11-18 00:00:00,0.0624,0.9620629965,0.0828,0.0969,0.1098,-,-,-,-,,,,
,,18.0,2010-11-19 00:00:00,0.0663,0.962064744,0.0783,0.0965,0.11,-,-,-,-,,,,
,,19.0,2010-11-22 00:00:00,0.0573,0.962069275,0.0736,0.0945,0.1098,-,-,-,-,,,,
,,22.0,2010-11-23 00:00:00,0.0643,0.9620709698,0.0733,0.094,0.1096,-,-,-,-,,,,
,,23.0,2010-11-24 00:00:00,0.0827,0.9620731496,0.0735,0.0935,0.1095,-,-,-,-,,,,
,,24.0,2010-11-25 00:00:00,0.0769,0.9620751765,0.0735,0.0932,0.1094,-,-,-,-,,,,
,,25.0,2010-11-26 00:00:00,0.1237,0.962078437,0.0754,0.0932,0.1092,-,-,-,-,,,,
,,26.0,2010-11-29 00:00:00,0.1507,0.9620903536,0.0825,0.0932,0.1081,-,-,-,-,,,,
,,29.0,2010-11-30 00:00:00,0.2091,0.9620958652,0.087,0.0939,0.1082,-,-,-,-,,,,
,,30.0,2010-12-01 00:00:00,0.153,0.9620998981,0.0905,0.0934,0.108,-,-,-,-,,,,
,Dec,1.0,2010-12-02 00:00:00,0.0588,0.962101448,0.0899,0.093,0.108,-,-,-,-,,,,
,,2.0,2010-12-03 00:00:00,0.0676,0.9621032299,0.0903,0.0925,0.1081,-,-,-,-,,,,
,,3.0,2010-12-06 00:00:00,0.0649,0.962108362,0.0891,0.0917,0.1055,-,-,-,-,,,,
,,6.0,2010-12-07 00:00:00,0.0608,0.9621099646,0.0879,0.0917,0.1045,-,-,-,-,,,,
,,7.0,2010-12-08 00:00:00,0.0612,0.9621115778,0.0866,0.0913,0.1033,-,-,-,-,,,,
,,8.0,2010-12-09 00:00:00,0.065,0.9621132912,0.0856,0.0911,0.102,-,-,-,-,,,,
,,9.0,2010-12-10 00:00:00,0.0731,0.962115218,0.0852,0.0912,0.1008,-,-,-,-,,,,
,,10.0,2010-12-13 00:00:00,0.0985,0.9621230072,0.0878,0.0923,0.1011,-,-,-,-,,,,
,,13.0,2010-12-14 00:00:00,0.0734,0.962124942,0.0878,0.092,0.1011,-,-,-,-,,,,
,,14.0,2010-12-15 00:00:00,0.0698,0.9621267819,0.0878,0.0917,0.1011,-,-,-,-,,,,
,,15.0,2010-12-16 00:00:00,0.0501,0.9621281025,0.0865,0.0911,0.1011,-,-,-,-,,,,
,,16.0,2010-12-17 00:00:00,0.0638,0.9621297843,0.0865,0.0904,0.1012,-,-,-,-,,,,
,,17.0,2010-12-20 00:00:00,0.0392,0.9621328842,0.0843,0.0856,0.0998,-,-,-,-,,,,
,,20.0,2010-12-21 00:00:00,0.0497,0.9621341942,0.084,0.0845,0.0993,-,-,-,-,,,,
,,21.0,2010-12-22 00:00:00,0.0439,0.9621353514,0.0836,0.0825,0.0993,-,-,-,-,,,,
,,22.0,2010-12-23 00:00:00,0.0407,0.9621364243,0.0828,0.0804,0.0992,-,-,-,-,,,,
,,23.0,2010-12-24 00:00:00,0.0415,0.9621375182,0.0814,0.0794,0.0992,-,-,-,-,,,,
,,24.0,2010-12-27 00:00:00,0.0633,0.962142524,0.076,0.0786,0.0974,-,-,-,-,,,,
,,27.0,2010-12-28 00:00:00,0.0811,0.9621446618,0.0737,0.0785,0.0967,-,-,-,-,,,,
,,28.0,2010-12-29 00:00:00,0.0774,0.962146702,0.0713,0.0786,0.0964,-,-,-,-,,,,
,,29.0,2010-12-30 00:00:00,0.0483,0.9621479752,0.0659,0.0783,0.0961,-,-,-,-,,,,
,,30.0,2010-12-31 00:00:00,0.0728,0.9621498943,0.0661,0.0783,0.096,-,-,-,-,,,,
,,31.0,2011-01-03 00:00:00,0.1181,0.9621592337,0.0685,0.0792,0.0968,-,-,-,-,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method,,,,
2011,Jan,3.0,2011-01-04 00:00:00,0.1319,0.9621627107,0.0707,0.0798,0.0972,-,-,-,-,,,,
,,4.0,2011-01-05 00:00:00,0.085,0.9621649513,0.0713,0.0802,0.0974,-,-,-,-,,,,
,,5.0,2011-01-06 00:00:00,0.0778,0.9621670022,0.0718,0.0805,0.0974,-,-,-,-,,,,
,,6.0,2011-01-07 00:00:00,0.0746,0.9621689687,0.0722,0.0808,0.0975,-,-,-,-,,,,
,,7.0,2011-01-10 00:00:00,0.0709,0.9621745756,0.0726,0.0816,0.0966,-,-,-,-,,,,
,,10.0,2011-01-11 00:00:00,0.0741,0.962176529,0.0719,0.0819,0.0961,-,-,-,-,,,,
,,11.0,2011-01-12 00:00:00,0.0451,0.9621777179,0.0701,0.0818,0.0955,-,-,-,-,,,,
,,12.0,2011-01-13 00:00:00,0.0251,0.9621783795,0.0678,0.0815,0.0948,-,-,-,-,,,,
,,13.0,2011-01-14 00:00:00,0.038,0.9621793812,0.0666,0.0813,0.0944,-,-,-,-,,,,
,,14.0,2011-01-17 00:00:00,0.0365,0.9621822678,0.0642,0.0787,0.0927,-,-,-,-,,,,
,,17.0,2011-01-18 00:00:00,0.0303,0.9621830665,0.0639,0.0774,0.0919,-,-,-,-,,,,
,,18.0,2011-01-19 00:00:00,0.0367,0.962184034,0.0639,0.0756,0.0911,-,-,-,-,,,,
,,19.0,2011-01-20 00:00:00,0.0238,0.9621846614,0.0634,0.0745,0.0905,-,-,-,-,,,,
,,20.0,2011-01-21 00:00:00,0.0421,0.9621857712,0.0631,0.0738,0.0901,-,-,-,-,,,,
,,21.0,2011-01-24 00:00:00,0.0446,0.9621892983,0.0634,0.0727,0.0889,-,-,-,-,,,,
,,24.0,2011-01-25 00:00:00,0.0407,0.9621903712,0.0626,0.0723,0.0885,-,-,-,-,,,,
,,25.0,2011-01-26 00:00:00,0.0313,0.9621911963,0.0616,0.0719,0.088,-,-,-,-,,,,
,,26.0,2011-01-27 00:00:00,0.0519,0.9621925645,0.0612,0.0716,0.0878,-,-,-,-,,,,
,,27.0,2011-01-28 00:00:00,0.0991,0.9621951769,0.0618,0.0718,0.0878,-,-,-,-,,,,
,,28.0,2011-01-31 00:00:00,0.1396,0.9622062171,0.0689,0.0741,0.0875,-,-,-,-,,,,
,,31.0,2011-02-01 00:00:00,0.2185,0.9622119772,0.0722,0.0757,0.0877,-,-,-,-,,,,
,Feb,1.0,2011-02-02 00:00:00,0.1825,0.9622167882,0.0742,0.0769,0.0877,-,-,-,-,,,,
,,2.0,2011-02-07 00:00:00,0.2194,0.9622457075,0.0939,0.0846,0.0916,-,-,-,-,,,,
,,7.0,2011-02-08 00:00:00,0.0685,0.9622475133,0.0938,0.0843,0.0914,-,-,-,-,,,,
,,8.0,2011-02-09 00:00:00,0.0509,0.9622488552,0.0932,0.0838,0.0911,-,-,-,-,,,,
,,9.0,2011-02-10 00:00:00,0.0246,0.9622495037,0.0917,0.0832,0.0907,-,-,-,-,,,,
,,10.0,2011-02-11 00:00:00,0.0237,0.9622501285,0.0901,0.0824,0.0903,-,-,-,-,,,,
,,11.0,2011-02-14 00:00:00,0.0265,0.9622522244,0.0891,0.0811,0.0894,-,-,-,-,,,,
,,14.0,2011-02-15 00:00:00,0.027,0.9622529362,0.0888,0.0806,0.0891,-,-,-,-,,,,
,,15.0,2011-02-16 00:00:00,0.0468,0.96225417,0.0892,0.0802,0.0889,-,-,-,-,,,,
,,16.0,2011-02-17 00:00:00,0.043,0.9622553036,0.0894,0.08,0.0887,-,-,-,-,,,,
,,17.0,2011-02-18 00:00:00,0.04,0.9622563581,0.0897,0.0797,0.0883,-,-,-,-,,,,
,,18.0,2011-02-21 00:00:00,0.0495,0.962260273,0.0912,0.0794,0.0873,-,-,-,-,,,,
,,21.0,2011-02-22 00:00:00,0.054,0.9622616967,0.0915,0.0794,0.087,-,-,-,-,,,,
,,22.0,2011-02-23 00:00:00,0.0553,0.9622631546,0.0918,0.0793,0.0867,-,-,-,-,,,,
,,23.0,2011-02-24 00:00:00,0.0291,0.9622639217,0.0913,0.0787,0.0861,-,-,-,-,,,,
,,24.0,2011-02-25 00:00:00,0.0494,0.9622652241,0.0916,0.0784,0.0858,-,-,-,-,,,,
,,25.0,2011-02-28 00:00:00,0.0816,0.9622716779,0.0936,0.0764,0.0848,-,-,-,-,,,,
,,28.0,2011-03-01 00:00:00,0.0707,0.9622735418,0.0834,0.0732,0.0834,-,-,-,-,,,,
,Mar,1.0,2011-03-02 00:00:00,0.0568,0.9622750392,0.0789,0.0732,0.0832,-,-,-,-,,,,
,,2.0,2011-03-03 00:00:00,0.0293,0.9622758117,0.0721,0.0727,0.0827,-,-,-,-,,,,
,,3.0,2011-03-04 00:00:00,0.0211,0.9622763679,0.065,0.0723,0.0823,-,-,-,-,,,,
,,4.0,2011-03-07 00:00:00,0.023,0.962278187,0.044,0.0709,0.0814,-,-,-,-,,,,
,,7.0,2011-03-08 00:00:00,0.0225,0.9622787802,0.0424,0.0705,0.0809,-,-,-,-,,,,
,,8.0,2011-03-09 00:00:00,0.0219,0.9622793576,0.0413,0.07,0.0806,-,-,-,-,,,,
,,9.0,2011-03-10 00:00:00,0.0171,0.9622798084,0.0411,0.0694,0.0804,-,-,-,-,,,,
,,10.0,2011-03-11 00:00:00,0.0164,0.9622802408,0.0408,0.0685,0.0801,-,-,-,-,,,,
,,11.0,2011-03-14 00:00:00,0.0197,0.9622817989,0.0401,0.0661,0.0791,-,-,-,-,,,,
,,14.0,2011-03-15 00:00:00,0.0158,0.9622822154,0.0397,0.0655,0.0787,-,-,-,-,,,,
,,15.0,2011-03-16 00:00:00,0.012,0.9622825318,0.0384,0.0651,0.0782,-,-,-,-,,,,
,,16.0,2011-03-17 00:00:00,0.011,0.9622828218,0.0373,0.0645,0.0775,-,-,-,-,,,,
,,17.0,2011-03-18 00:00:00,0.0154,0.9622832278,0.0364,0.0642,0.0766,-,-,-,-,,,,
,,18.0,2011-03-21 00:00:00,0.0159,0.9622844854,0.0328,0.0634,0.074,-,-,-,-,,,,
,,21.0,2011-03-22 00:00:00,0.0153,0.9622848887,0.0314,0.063,0.0728,-,-,-,-,,,,
,,22.0,2011-03-23 00:00:00,0.0143,0.9622852657,0.03,0.0627,0.0716,-,-,-,-,,,,
,,23.0,2011-03-24 00:00:00,0.0121,0.9622855847,0.0293,0.0624,0.071,-,-,-,-,,,,
,,24.0,2011-03-25 00:00:00,0.0216,0.9622861542,0.0284,0.0619,0.0706,-,-,-,-,,,,
,,25.0,2011-03-28 00:00:00,0.0247,0.9622881078,0.0223,0.0605,0.0696,-,-,-,-,,,,
,,28.0,2011-03-29 00:00:00,0.0429,0.9622892388,0.023,0.0601,0.0694,-,-,-,-,,,,
,,29.0,2011-03-30 00:00:00,0.0564,0.9622907257,0.0241,0.0602,0.0693,-,-,-,-,,,,
,,30.0,2011-03-31 00:00:00,0.0961,0.9622932593,0.0264,0.0604,0.0694,-,-,-,-,,,,
,,31.0,2011-04-01 00:00:00,0.1574,0.9622974091,0.0292,0.0609,0.0697,-,-,-,-,,,,
,Apr,1.0,2011-04-04 00:00:00,0.1363,0.9623081894,0.0389,0.0613,0.0706,-,-,-,-,,,,
,,4.0,2011-04-05 00:00:00,0.096,0.9623107204,0.0413,0.0614,0.0709,-,-,-,-,,,,
,,5.0,2011-04-06 00:00:00,0.0397,0.9623117671,0.0418,0.061,0.0709,-,-,-,-,,,,
,,6.0,2011-04-07 00:00:00,0.0208,0.9623123155,0.0418,0.0604,0.0707,-,-,-,-,,,,
,,7.0,2011-04-08 00:00:00,0.0285,0.9623130669,0.042,0.0599,0.0706,-,-,-,-,,,,
,,8.0,2011-04-11 00:00:00,0.019,0.9623145697,0.042,0.0582,0.0702,-,-,-,-,,,,
,,11.0,2011-04-12 00:00:00,0.018,0.9623150442,0.0419,0.0579,0.07,-,-,-,-,,,,
,,12.0,2011-04-13 00:00:00,0.0181,0.9623155214,0.0419,0.0578,0.0698,-,-,-,-,,,,
,,13.0,2011-04-14 00:00:00,0.0156,0.9623159327,0.0418,0.0576,0.0696,-,-,-,-,,,,
,,14.0,2011-04-15 00:00:00,0.0142,0.9623163071,0.0417,0.0573,0.0694,-,-,-,-,,,,
,,15.0,2011-04-18 00:00:00,0.0225,0.9623180867,0.0427,0.0569,0.0673,-,-,-,-,,,,
,,18.0,2011-04-19 00:00:00,0.0276,0.9623188144,0.043,0.0568,0.0663,-,-,-,-,,,,
,,19.0,2011-04-20 00:00:00,0.0745,0.9623207786,0.0449,0.0574,0.0661,-,-,-,-,,,,
,,20.0,2011-04-21 00:00:00,0.1159,0.9623238343,0.0481,0.0582,0.0661,-,-,-,-,,,,
,,21.0,2011-04-25 00:00:00,0.0824,0.9623325242,0.0567,0.0599,0.0662,-,-,-,-,,,,
,,25.0,2011-04-26 00:00:00,0.0745,0.9623344884,0.0583,0.0604,0.0662,-,-,-,-,,,,
,,26.0,2011-04-27 00:00:00,0.136,0.9623380741,0.0619,0.0613,0.0665,-,-,-,-,,,,
,,27.0,2011-04-28 00:00:00,0.1873,0.9623430124,0.0672,0.0623,0.0671,-,-,-,-,,,,
,,28.0,2011-04-29 00:00:00,0.1251,0.9623463107,0.0698,0.0622,0.0674,-,-,-,-,,,,
,,29.0,2011-05-03 00:00:00,0.1239,0.9623593775,0.0693,0.0583,0.0687,-,-,-,-,,,,
,May,3.0,2011-05-04 00:00:00,0.0814,0.9623615237,0.0674,0.0568,0.0689,-,-,-,-,,,,
,,4.0,2011-05-05 00:00:00,0.055,0.9623629738,0.0661,0.0549,0.0687,-,-,-,-,,,,
,,5.0,2011-05-06 00:00:00,0.0246,0.9623636224,0.0656,0.0527,0.0683,-,-,-,-,,,,
,,6.0,2011-05-09 00:00:00,0.0322,0.9623661694,0.0665,0.05,0.0672,-,-,-,-,,,,
,,9.0,2011-05-10 00:00:00,0.0499,0.9623674851,0.0675,0.0503,0.067,-,-,-,-,,,,
,,10.0,2011-05-11 00:00:00,0.1037,0.9623702193,0.0704,0.0512,0.067,-,-,-,-,,,,
,,11.0,2011-05-12 00:00:00,0.1049,0.9623729851,0.0733,0.0521,0.0673,-,-,-,-,,,,
,,12.0,2011-05-13 00:00:00,0.0511,0.9623743324,0.0744,0.0523,0.0672,-,-,-,-,,,,
,,13.0,2011-05-16 00:00:00,0.0825,0.9623808581,0.0809,0.054,0.0673,-,-,-,-,,,,
,,16.0,2011-05-18 00:00:00,0.0415,0.9623830465,0.0821,0.054,0.0671,-,-,-,-,,,,
,,18.0,2011-05-19 00:00:00,0.0444,0.9623842172,0.0827,0.0539,0.067,-,-,-,-,,,,
,,19.0,2011-05-20 00:00:00,0.0321,0.9623850636,0.0813,0.0537,0.0668,-,-,-,-,,,,
,,20.0,2011-05-23 00:00:00,0.0313,0.9623875394,0.075,0.053,0.0664,-,-,-,-,,,,
,,23.0,2011-05-24 00:00:00,0.0295,0.9623883172,0.0733,0.053,0.0661,-,-,-,-,,,,
,,24.0,2011-05-25 00:00:00,0.049,0.9623896092,0.0722,0.053,0.0659,-,-,-,-,,,,
,,25.0,2011-05-26 00:00:00,0.1147,0.9623926335,0.0735,0.0534,0.0659,-,-,-,-,,,,
,,26.0,2011-05-27 00:00:00,0.129,0.9623960348,0.0733,0.0539,0.0657,-,-,-,-,,,,
,,27.0,2011-05-30 00:00:00,0.0934,0.9624034228,0.0681,0.0549,0.0645,-,-,-,-,,,,
,,30.0,2011-05-31 00:00:00,0.0816,0.9624055744,0.0685,0.0552,0.0646,-,-,-,-,,,,
,,31.0,2011-06-01 00:00:00,0.0884,0.9624079053,0.0674,0.0554,0.0642,-,-,-,-,,,,
,Jun,1.0,2011-06-02 00:00:00,0.0678,0.962409693,0.0656,0.0555,0.0643,-,-,-,-,,,,
,,2.0,2011-06-03 00:00:00,0.0618,0.9624113225,0.0636,0.0559,0.0642,-,-,-,-,,,,
,,3.0,2011-06-06 00:00:00,0.0636,0.9624163534,0.0645,0.0572,0.0642,-,-,-,-,,,,
,,6.0,2011-06-07 00:00:00,0.0609,0.9624179592,0.0654,0.0576,0.0642,-,-,-,-,,,,
,,7.0,2011-06-08 00:00:00,0.0212,0.9624185182,0.0651,0.0576,0.064,-,-,-,-,,,,
,,8.0,2011-06-09 00:00:00,0.0357,0.9624194595,0.0652,0.0578,0.0638,-,-,-,-,,,,
,,9.0,2011-06-10 00:00:00,0.0286,0.9624202136,0.0645,0.0579,0.0636,-,-,-,-,,,,
,,10.0,2011-06-13 00:00:00,0.0209,0.9624218669,0.0582,0.058,0.0623,-,-,-,-,,,,
,,13.0,2011-06-14 00:00:00,0.0268,0.9624225735,0.0564,0.058,0.062,-,-,-,-,,,,
,,14.0,2011-06-15 00:00:00,0.0374,0.9624235597,0.0549,0.0583,0.0619,-,-,-,-,,,,
,,15.0,2011-06-16 00:00:00,0.0351,0.9624244852,0.0534,0.0585,0.0618,-,-,-,-,,,,
,,16.0,2011-06-17 00:00:00,0.0535,0.9624258959,0.0538,0.059,0.0617,-,-,-,-,,,,
,,17.0,2011-06-20 00:00:00,0.0672,0.9624312116,0.0565,0.0607,0.0622,-,-,-,-,,,,
,,20.0,2011-06-21 00:00:00,0.0781,0.962433271,0.058,0.0613,0.0623,-,-,-,-,,,,
,,21.0,2011-06-22 00:00:00,0.0443,0.9624344391,0.0584,0.0617,0.0623,-,-,-,-,,,,
,,22.0,2011-06-23 00:00:00,0.036,0.9624353883,0.0585,0.0619,0.0623,-,-,-,-,,,,
,,23.0,2011-06-24 00:00:00,0.0313,0.9624362136,0.0586,0.0621,0.0623,-,-,-,-,,,,
,,24.0,2011-06-27 00:00:00,0.0409,0.962439449,0.0531,0.0627,0.0619,-,-,-,-,,,,
,,27.0,2011-06-28 00:00:00,0.0419,0.9624405538,0.0515,0.0629,0.0617,-,-,-,-,,,,
,,28.0,2011-06-29 00:00:00,0.0843,0.9624427767,0.0512,0.0633,0.0617,-,-,-,-,,,,
,,29.0,2011-06-30 00:00:00,0.0437,0.962443929,0.0496,0.0632,0.0617,-,-,-,-,,,,
,,30.0,2011-07-01 00:00:00,0.0728,0.9624458486,0.048,0.0619,0.0614,-,-,-,-,,,,
,Jul,1.0,2011-07-04 00:00:00,0.0405,0.9624490523,0.0456,0.0587,0.06,-,-,-,-,,,,
,,4.0,2011-07-05 00:00:00,0.0296,0.9624498328,0.0444,0.058,0.0597,-,-,-,-,,,,
,,5.0,2011-07-06 00:00:00,0.0332,0.9624507083,0.0434,0.0579,0.0595,-,-,-,-,,,,
,,6.0,2011-07-07 00:00:00,0.0575,0.9624522245,0.0433,0.0583,0.0594,-,-,-,-,,,,
,,7.0,2011-07-08 00:00:00,0.0544,0.9624536589,0.0444,0.0586,0.0593,-,-,-,-,,,,
,,8.0,2011-07-11 00:00:00,0.0332,0.9624562852,0.0449,0.0591,0.0586,-,-,-,-,,,,
