End of Period / SORA Value Date,Unnamed: 1,Unnamed: 2,Interbank Overnight,Interbank 1-Week,Interbank 1-Month,Interbank 2-Month,Interbank 3-Month,Interbank 6-Month,Interbank 12-Month,3-Month Commercial Bills,3-Month US$ SIBOR,Singapore Overnight Rate Average,SGS Repo Overnight Rate,SF Deposit Rate,SF Borrowing Rate,RMB Overnight Rate
,,3.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.24,0.1501,0.24,0,0.7,-
,,4.0,0.06,0.38,0.44,0.56,0.69,0.75,0.94,0.82,1.24,0.1152,0.21,0,0.71,-
,,5.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.82,1.25,0.1392,0.21,0,0.69,-
,,6.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.82,1.24,0.0867,0.21,0,0.68,-
,,9.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.81,1.22,0.1139,0.21,0,0.67,-
,,10.0,0.06,0.31,0.44,0.56,0.69,0.75,0.94,0.81,1.22,0.1053,0.21,0,0.65,-
,,11.0,0.06,0.31,0.44,0.56,0.69,0.75,0.94,0.81,1.23,0.0907,0.21,0,0.64,-
,,12.0,0.06,0.31,0.44,0.56,0.69,0.75,0.94,0.81,1.24,0.1196,0.23,0,0.64,-
,,13.0,0.31,0.31,0.44,0.56,0.69,0.75,0.94,0.82,1.24,0.1708,0.26,0,0.65,-
,,16.0,0.38,0.31,0.44,0.56,0.69,0.75,1,0.81,1.25,0.1969,0.24,0,0.68,-
,,17.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.83,1.24,0.2462,0.3,0,0.77,-
,,18.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.84,1.25,0.2306,0.25,0,0.83,-
,,19.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.82,1.26,0.2403,0.24,0,0.77,-
,,20.0,0.19,0.38,0.44,0.56,0.69,0.75,0.94,0.83,1.25,0.2607,0.27,0,0.79,-
,,23.0,0.19,0.38,0.44,0.56,0.69,0.75,0.94,0.84,1.24,0.2991,0.3,0,0.8,-
,,24.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.84,1.24,0.254,0.24,0,0.81,-
,,25.0,0.06,0.38,0.44,0.56,0.69,0.75,0.94,0.83,1.25,0.1554,0.24,0,0.73,-
,,26.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.26,0.2122,0.25,0,0.8,-
,,27.0,0.06,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.26,0.2489,0.3,0,0.81,-
,Mar,2.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.26,0.2183,0.28,0,0.81,-
,,3.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.26,0.1953,0.24,0,0.8,-
,,4.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.83,1.27,0.1535,0.23,0,0.78,-
,,5.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.26,0.1488,0.25,0,0.75,-
,,6.0,0.06,0.38,0.44,0.56,0.69,0.75,0.94,0.85,1.29,0.1551,0.25,0,0.72,-
,,9.0,0.06,0.38,0.44,0.56,0.69,0.75,0.88,0.88,1.3,0.1044,0.22,0,0.68,-
,,10.0,0.06,0.38,0.44,0.56,0.69,0.75,0.88,0.87,1.32,0.0736,0.21,0,0.62,-
,,11.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.87,1.33,0.0896,0.21,0,0.61,-
,,12.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.87,1.33,0.1445,0.24,0,0.7,-
,,13.0,0.25,0.31,0.44,0.56,0.69,0.75,0.88,0.88,1.31,0.2789,0.27,0,0.75,-
,,16.0,0.25,0.56,0.44,0.56,0.69,0.75,0.94,0.88,1.32,0.4539,0.4,0,0.93,-
,,17.0,0.38,0.69,0.44,0.56,0.69,0.75,0.94,0.88,1.31,0.587,0.39,0.16,1.16,-
,,18.0,0.25,0.69,0.44,0.56,0.69,0.75,0.94,0.87,1.3,0.6316,0.37,0.28,1.28,-
,,19.0,0.25,0.69,0.44,0.56,0.69,0.75,0.94,0.87,1.24,0.5986,0.39,0.22,1.22,-
,,20.0,0.13,0.63,0.44,0.56,0.69,0.75,0.94,0.86,1.22,0.3018,0.34,0,0.98,-
,,23.0,0.13,0.5,0.44,0.56,0.69,0.75,0.94,0.85,1.23,0.2437,0.29,0,0.91,-
,,24.0,0.06,0.5,0.44,0.56,0.69,0.75,0.94,0.86,1.22,0.2244,0.29,0,0.85,-
,,25.0,0.13,0.5,0.44,0.56,0.69,0.75,0.94,0.86,1.22,0.2901,0.38,0,0.83,-
,,26.0,0.19,0.38,0.44,0.56,0.69,0.75,0.94,0.88,1.23,0.4609,0.43,0.05,1.05,-
,,27.0,0.13,0.5,0.44,0.56,0.69,0.75,0.94,0.87,1.23,0.4927,0.31,0.05,1.05,-
,,30.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.88,1.22,0.3195,0.31,0,0.92,-
,,31.0,0.13,0.5,0.5,0.56,0.69,0.75,1,0.88,1.2,0.4516,0.43,0.06,1.06,-
,Apr,1.0,0.13,0.5,0.5,0.56,0.69,0.75,1,0.86,1.19,0.3179,0.31,0,0.97,-
,,2.0,0.06,0.5,0.5,0.56,0.69,0.75,1,0.88,1.17,0.1973,0.29,0,0.73,-
,,3.0,0.06,0.38,0.44,0.56,0.69,0.75,0.94,0.87,1.17,0.082,0.26,0,0.65,-
,,6.0,0.01,0.31,0.44,0.56,0.69,0.75,0.94,0.86,1.16,0.0662,0.22,0,0.63,-
,,7.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.85,1.16,0.0436,0.2,0,0.61,-
,,8.0,0.03,0.31,0.44,0.56,0.69,0.75,0.94,0.83,1.15,0.0315,0.19,0,0.61,-
,,9.0,0.25,0.31,0.44,0.56,0.69,0.75,0.94,0.84,1.14,0.1158,0.29,0,0.63,-
,,13.0,0.19,0.31,0.44,0.56,0.69,0.75,1,0.84,1.13,0.1291,0.22,0,0.68,-
,,14.0,0.13,0.31,0.44,0.56,0.69,0.75,0.94,0.82,1.14,0.1862,0.21,0,0.7,-
,,15.0,0.25,0.31,0.44,0.56,0.69,0.75,0.94,0.89,1.13,0.3316,0.36,0,0.72,-
,,16.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.84,1.12,0.4716,0.24,0.48,1.48,-
,,17.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.83,1.1,0.1151,0.21,0,0.7,-
,,20.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.81,1.11,0.106,0.21,0,0.68,-
,,21.0,0.13,0.44,0.44,0.56,0.69,0.75,1,0.82,1.1,0.056,0.2,0,0.62,-
,,22.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,1.11,0.0401,0.2,0,0.6,-
,,23.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.82,1.1,0.0748,0.2,0,0.63,-
,,24.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.82,1.09,0.072,0.2,0,0.66,-
,,27.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.82,1.07,0.0567,0.2,0,0.62,-
,,28.0,0.02,0.25,0.44,0.56,0.69,0.75,1,0.82,1.05,0.042,0.19,0,0.61,-
,,29.0,0.08,0.25,0.44,0.56,0.69,0.75,1,0.81,1.04,0.0457,0.19,0,0.6,-
,,30.0,0.02,0.25,0.44,0.56,0.69,0.75,1,0.81,1.02,0.0507,0.19,0,0.6,-
,May,4.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,1.01,0.0693,0.2,0,0.62,-
,,5.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,1.01,0.0502,0.19,0,0.6,-
,,6.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,1,0.0514,0.18,0,0.59,-
,,7.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.81,0.97,0.0744,0.19,0,0.6,-
,,8.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,0.95,0.0813,0.19,0,0.63,-
,,11.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.81,0.92,0.0527,0.19,0,0.61,-
,,12.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.71,0.91,0.0622,0.17,0,0.6,-
,,13.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.72,0.9,0.0709,0.17,0,0.59,-
,,14.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.74,0.88,0.0708,0.17,0,0.61,-
,,15.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.74,0.85,0.0686,0.18,0,0.6,-
,,18.0,0.38,0.25,0.44,0.56,0.69,0.75,1,0.84,0.81,0.1142,0.21,0,0.6,-
,,19.0,0.03,0.25,0.44,0.56,0.69,0.75,1,0.86,0.78,0.1871,0.19,0,0.86,-
,,20.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.88,0.75,0.1207,0.21,0,0.69,-
,,21.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.83,0.71,0.2476,0.22,0,0.79,-
,,22.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.84,0.67,0.149,0.2,0,0.79,-
,,25.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.81,0.66,0.0764,0.19,0,0.69,-
,,26.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.81,0.66,0.057,0.19,0,0.61,-
,,27.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.69,0.67,0.062,0.18,0,0.61,-
,,28.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.72,0.68,0.05,0.17,0,0.61,-
,,29.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.7,0.68,0.059,0.18,0,0.61,-
,Jun,1.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.69,0.66,0.0374,0.17,0,0.57,-
,,2.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.7,0.65,0.0364,0.17,0,0.56,-
,,3.0,0.56,0.25,0.44,0.56,0.69,0.75,1,0.72,0.65,0.1162,0.21,0,0.58,-
,,4.0,0.69,0.38,0.44,0.56,0.69,0.75,1,0.72,0.64,0.3605,0.29,0,0.76,-
,,5.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.76,0.64,0.4203,0.24,0.05,1.05,-
,,8.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.79,0.66,0.1642,0.21,0,0.73,-
,,9.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.79,0.65,0.1407,0.2,0,0.7,-
,,10.0,0.05,0.38,0.44,0.56,0.69,0.75,1,0.79,0.65,0.1445,0.19,0,0.71,-
,,11.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.79,0.64,0.0792,0.19,0,0.62,-
,,12.0,0.03,0.38,0.44,0.56,0.69,0.75,1,0.79,0.64,0.0522,0.19,0,0.61,-
,,15.0,0.01,0.25,0.44,0.56,0.69,0.75,1,0.71,0.63,0.0475,0.19,0,0.61,-
,,16.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.71,0.62,0.0694,0.19,0,0.59,-
,,17.0,0.01,0.25,0.44,0.56,0.69,0.75,1,0.71,0.62,0.0713,0.19,0,0.6,-
,,18.0,0.02,0.25,0.44,0.56,0.69,0.75,1,0.71,0.62,0.0858,0.19,0,0.62,-
,,19.0,0.05,0.25,0.44,0.56,0.69,0.75,1,0.71,0.62,0.0738,0.19,0,0.62,-
,,22.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.71,0.62,0.1346,0.2,0,0.65,-
,,23.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.71,0.61,0.1354,0.2,0,0.71,-
,,24.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.71,0.61,0.1665,0.2,0,0.73,-
,,25.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.71,0.61,0.1586,0.19,0,0.74,-
,,26.0,0.19,0.5,0.44,0.56,0.69,0.75,1,0.71,0.6,0.242,0.21,0,0.76,-
,,29.0,0.38,0.5,0.44,0.56,0.69,0.75,1,0.82,0.6,0.4309,0.22,0,0.89,-
,,30.0,0.03,0.44,0.44,0.56,0.69,0.75,1,0.86,0.6,0.3021,0.21,0.02,1.02,-
,Jul,1.0,0.01,0.5,0.44,0.56,0.69,0.75,1,0.82,0.6,0.1215,0.19,0,0.65,-
,,2.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.81,0.59,0.0978,0.2,0,0.65,-
,,3.0,0.19,0.38,0.44,0.56,0.69,0.75,1,0.82,0.58,0.0904,0.2,0,0.66,-
,,6.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.82,0.56,0.1017,0.2,0,0.66,-
,,7.0,0.03,0.31,0.44,0.56,0.69,0.75,1,0.82,0.55,0.092,0.2,0,0.66,-
,,8.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.86,0.55,0.0848,0.19,0,0.65,-
,,9.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.84,0.53,0.0869,0.19,0,0.64,-
,,10.0,0.1,0.31,0.44,0.56,0.69,0.75,1,0.82,0.52,0.0882,0.2,0,0.64,-
,,13.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.82,0.5,0.102,0.19,0,0.66,-
,,14.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.85,0.51,0.0878,0.19,0,0.64,-
,,15.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.82,0.51,0.0883,0.19,0,0.66,-
,,16.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.85,0.52,0.096,0.19,0,0.64,-
,,17.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.74,0.51,0.0949,0.19,0,0.66,-
,,20.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.84,0.51,0.1029,0.19,0,0.66,-
,,21.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.85,0.51,0.1059,0.19,0,0.66,-
,,22.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.85,0.5,0.0925,0.19,0,0.64,-
,,23.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.83,0.5,0.1067,0.19,0,0.65,-
,,24.0,0.25,0.25,0.44,0.56,0.69,0.75,1,0.7,0.51,0.1541,0.19,0,0.66,-
,,27.0,0.31,0.25,0.44,0.56,0.69,0.75,1,0.85,0.5,0.1747,0.2,0,0.71,-
,,28.0,0.25,0.25,0.44,0.56,0.69,0.75,1,0.89,0.5,0.2163,0.21,0,0.79,-
,,29.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.87,0.51,0.2266,0.21,0,0.75,-
,,30.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.87,0.5,0.2539,0.24,0,0.78,-
,,31.0,0.38,0.38,0.44,0.56,0.69,0.75,1,0.88,0.49,0.4356,0.26,0,0.93,-
,Aug,3.0,0.38,0.44,0.44,0.56,0.69,0.75,1,0.76,0.49,0.4897,0.24,0.02,1.02,-
,,4.0,0.38,0.5,0.44,0.56,0.69,0.75,1,0.75,0.48,0.4676,0.24,0.02,1.02,-
,,5.0,0.38,0.5,0.44,0.56,0.69,0.75,1,0.75,0.48,0.3679,0.24,0,0.99,-
,,6.0,0.31,0.5,0.44,0.56,0.69,0.75,1,0.86,0.48,0.3773,0.24,0,0.99,-
,,7.0,0.06,0.5,0.44,0.56,0.69,0.75,1,0.86,0.48,0.3467,0.21,0,0.97,-
,,11.0,0.01,0.5,0.44,0.56,0.69,0.75,1,0.86,0.47,0.3751,0.2,0,0.97,-
,,12.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.86,0.47,0.1673,0.2,0,0.72,-
,,13.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.83,0.46,0.1632,0.21,0,0.68,-
,,14.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.74,0.45,0.1749,0.21,0,0.72,-
,,17.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.74,0.45,0.1554,0.21,0,0.7,-
,,18.0,0.19,0.31,0.44,0.56,0.69,0.75,1,0.74,0.45,0.1609,0.21,0,0.71,-
,,19.0,0.19,0.31,0.44,0.56,0.69,0.75,1,0.74,0.44,0.1723,0.21,0,0.7,-
,,20.0,0.19,0.31,0.44,0.56,0.69,0.75,1,0.74,0.43,0.1571,0.21,0,0.68,-
,,21.0,0.19,0.31,0.44,0.56,0.69,0.75,1,0.74,0.42,0.1715,0.21,0,0.71,-
,,24.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.87,0.4,0.1912,0.21,0,0.74,-
,,25.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.87,0.39,0.1901,0.21,0,0.74,-
,,26.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.86,0.38,0.206,0.22,0,0.75,-
,,27.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.87,0.38,0.2848,0.21,0,0.77,-
,,28.0,0.25,0.44,0.44,0.56,0.69,0.75,1,0.87,0.37,0.3371,0.22,0,0.87,-
,,31.0,0.13,0.44,0.44,0.56,0.69,0.75,1,0.87,0.36,0.413,0.22,0.01,1.01,-
,Sep,1.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.87,0.35,0.2299,0.21,0,0.85,-
,,2.0,0.38,0.38,0.44,0.56,0.69,0.75,1,0.84,0.34,0.3005,0.23,0,0.85,-
,,3.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.84,0.33,0.3195,0.24,0,0.88,-
,,4.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.87,0.33,0.2571,0.23,0,0.85,-
,,7.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.89,0.32,0.1486,0.21,0,0.7,-
,,8.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.89,0.31,0.171,0.22,0,0.71,-
,,9.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.87,0.31,0.0941,0.2,0,0.66,-
,,10.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.86,0.31,0.1364,0.22,0,0.65,-
,,11.0,0.25,0.31,0.44,0.56,0.69,0.75,1,0.89,0.3,0.127,0.21,0,0.68,-
,,14.0,0.06,0.31,0.44,0.56,0.69,0.75,1,0.88,0.3,0.0782,0.21,0,0.65,-
,,15.0,0.13,0.31,0.44,0.56,0.69,0.75,1,0.85,0.3,0.1106,0.21,0,0.66,-
,,16.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.85,0.3,0.1293,0.21,0,0.68,-
,,17.0,0.13,0.25,0.44,0.56,0.69,0.75,1,0.75,0.3,0.1222,0.21,0,0.66,-
,,18.0,0.25,0.25,0.44,0.56,0.69,0.75,1,0.87,0.3,0.1616,0.21,0,0.68,-
,,22.0,0.38,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.2334,0.24,0,0.73,-
,,23.0,0.19,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.3493,0.25,0,0.91,-
,,24.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.3427,0.25,0,0.88,-
,,25.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.86,0.3,0.2956,0.26,0,0.88,-
,,28.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.2916,0.26,0,0.86,-
,,29.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.3232,0.26,0,0.89,-
,,30.0,0.25,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.316,0.25,0,0.89,-
,Oct,1.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.87,0.3,0.3216,0.27,0,0.86,-
,,2.0,0.01,0.38,0.44,0.56,0.69,0.75,1,0.76,0.29,0.2514,0.25,0,0.86,-
,,5.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.83,0.29,0.1468,0.22,0,0.73,-
,,6.0,0.5,0.38,0.44,0.56,0.69,0.75,1,0.84,0.29,0.2197,0.27,0,0.67,-
,,7.0,0.13,0.44,0.44,0.56,0.69,0.75,1,0.87,0.29,0.4629,0.28,0.11,1.11,-
,,8.0,0.25,0.44,0.44,0.56,0.69,0.75,1,0.87,0.29,0.2612,0.27,0,0.9,-
,,9.0,0.38,0.44,0.44,0.56,0.69,0.75,1,0.87,0.29,0.3212,0.33,0,0.78,-
,,12.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2949,0.3,0,0.91,-
,,13.0,0.25,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2554,0.31,0,0.8,-
,,14.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2593,0.31,0,0.81,-
,,15.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2637,0.31,0,0.81,-
,,16.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2796,0.31,0,0.8,-
,,19.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.257,0.31,0,0.82,-
,,20.0,0.19,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2651,0.31,0,0.81,-
,,21.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2478,0.31,0,0.81,-
,,22.0,0.38,0.44,0.44,0.56,0.69,0.75,1,0.89,0.29,0.2534,0.29,0,0.81,-
,,23.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.89,0.29,0.2612,0.31,0,0.82,-
,,26.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2537,0.3,0,0.83,-
,,27.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2541,0.31,0,0.81,-
,,28.0,0.31,0.44,0.44,0.56,0.69,0.75,1,0.88,0.29,0.2522,0.32,0,0.82,-
,,29.0,0.38,0.44,0.44,0.56,0.69,0.75,1,0.88,0.28,0.2626,0.31,0,0.82,-
,,30.0,0.38,0.44,0.44,0.56,0.69,0.75,1,0.88,0.28,0.4036,0.35,0,0.9,-
,Nov,2.0,0.38,0.56,0.44,0.56,0.69,0.75,1,0.88,0.29,0.4681,0.34,0.09,1.09,-
,,3.0,0.25,0.5,0.44,0.56,0.69,0.75,1,0.88,0.29,0.3582,0.31,0.22,1.22,-
,,4.0,0.13,0.44,0.44,0.56,0.69,0.75,1,0.89,0.29,0.2528,0.26,0,0.83,-
,,5.0,0.38,0.5,0.44,0.56,0.69,0.75,0.94,0.88,0.28,0.3004,0.33,0,0.81,-
,,6.0,0.38,0.44,0.44,0.56,0.69,0.75,0.94,0.88,0.29,0.317,0.33,0,0.88,-
,,9.0,0.38,0.44,0.44,0.56,0.69,0.75,0.94,0.88,0.28,0.2533,0.31,0,0.82,-
,,10.0,0.25,0.44,0.44,0.56,0.69,0.75,0.94,0.89,0.28,0.2564,0.31,0,0.82,-
,,11.0,0.38,0.44,0.44,0.56,0.69,0.75,0.94,0.76,0.28,0.2537,0.28,0,0.82,-
,,12.0,0.31,0.44,0.44,0.56,0.69,0.75,0.94,0.76,0.28,0.2706,0.28,0,0.82,-
,,13.0,0.19,0.44,0.44,0.56,0.69,0.75,0.94,0.76,0.28,0.1986,0.26,0,0.82,-
,,16.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.76,0.28,0.1674,0.26,0,0.74,-
,,17.0,0.13,0.38,0.44,0.56,0.69,0.75,0.94,0.76,0.28,0.0907,0.24,0,0.65,-
,,18.0,0.03,0.44,0.44,0.56,0.69,0.75,1,0.76,0.27,0.0685,0.22,0,0.64,-
,,19.0,0.25,0.44,0.44,0.56,0.69,0.75,1,0.76,0.27,0.1969,0.25,0,0.76,-
,,20.0,0.19,0.38,0.44,0.56,0.69,0.75,1,0.76,0.27,0.2676,0.26,0,0.9,-
,,23.0,0.25,0.38,0.44,0.56,0.69,0.75,0.94,0.76,0.27,0.2584,0.27,0,0.85,-
,,24.0,0.38,0.38,0.44,0.56,0.69,0.75,1,0.74,0.27,0.2513,0.29,0,0.87,-
,,25.0,0.25,0.44,0.44,0.56,0.69,0.75,1,0.76,0.27,0.4825,0.34,0,0.94,-
,,26.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.76,0.27,0.2954,0.3,0.04,1.04,-
,,30.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.87,0.26,0.1952,0.3,0,0.93,-
,Dec,1.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.79,0.26,0.1543,0.29,0,0.84,-
,,2.0,0.03,0.38,0.44,0.56,0.69,0.75,1,0.77,0.26,0.1034,0.27,0,0.75,-
,,3.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.79,0.26,0.1972,0.28,0,0.77,-
,,4.0,0.31,0.38,0.44,0.56,0.69,0.75,1,0.79,0.26,0.2233,0.31,0,0.82,-
,,7.0,0.19,0.38,0.44,0.56,0.69,0.75,1,0.79,0.26,0.1769,0.31,0,0.78,-
,,8.0,0.13,0.44,0.44,0.56,0.69,0.75,1,0.79,0.26,0.1618,0.3,0,0.75,-
,,9.0,0.06,0.44,0.44,0.56,0.69,0.75,1,0.79,0.26,0.1516,0.29,0,0.76,-
,,10.0,0.03,0.31,0.44,0.56,0.69,0.75,1,0.76,0.26,0.1074,0.28,0,0.74,-
,,11.0,0.06,0.25,0.44,0.56,0.69,0.75,1,0.74,0.26,0.0398,0.26,0,0.6,-
,,14.0,0.05,0.31,0.44,0.56,0.69,0.75,1,0.74,0.26,0.0491,0.27,0,0.6,-
,,15.0,0.05,0.31,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0345,0.28,0,0.61,-
,,16.0,0.05,0.31,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0413,0.27,0,0.6,-
,,17.0,0.05,0.31,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0806,0.27,0,0.64,-
,,18.0,0.05,0.31,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0859,0.27,0,0.64,-
,,21.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.74,0.26,0.0998,0.25,0,0.63,-
,,22.0,0.05,0.38,0.44,0.56,0.69,0.75,1,0.74,0.26,0.1018,0.25,0,0.72,-
,,23.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.74,0.26,0.1045,0.25,0,0.69,-
,,24.0,0.05,0.38,0.44,0.56,0.69,0.75,1,0.74,0.26,0.1139,0.25,0,0.66,-
,,28.0,0.06,0.38,0.44,0.56,0.69,0.75,1,0.77,0.26,0.0805,0.23,0,0.64,-
,,29.0,0.03,0.38,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0371,0.26,0,0.63,-
,,30.0,0.01,0.38,0.44,0.56,0.69,0.75,1,0.76,0.26,0.0348,0.26,0,0.6,-
,,31.0,0.5,0.38,0.44,0.56,0.69,0.75,1,0.76,0.25,0.1583,0.31,0,0.64,-
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
End of Period / SORA Value Date,,,Interbank Overnight,Interbank 1-Week,Interbank 1-Month,Interbank 2-Month,Interbank 3-Month,Interbank 6-Month,Interbank 12-Month,3-Month Commercial Bills,3-Month US$ SIBOR,Singapore Overnight Rate Average,SGS Repo Overnight Rate,SF Deposit Rate,SF Borrowing Rate,RMB Overnight Rate
2010,Jan,4.0,0.19,0.38,0.44,0.56,0.69,0.75,1,0.77,0.25,0.1474,0.26,0,0.7,-
,,5.0,0.13,0.38,0.44,0.56,0.69,0.75,1,0.76,0.26,0.142,0.26,0,0.71,-
,,6.0,0.19,0.25,0.44,0.56,0.69,0.75,0.94,0.76,0.26,0.1399,0.26,0,0.69,-
,,7.0,0.13,0.25,0.44,0.56,0.69,0.75,0.94,0.76,0.25,0.1346,0.24,0,0.69,-
